,school_within_300,bus_stop_within_300,speedlimit,tb_latitude,tb_longitude,day_of_year,accident_year,distance,weather_1,collision_severity,type_of_collision,road_surface,road_cond_1,lighting,number_killed,number_injured,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,hour,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,CLUSTER_ID,accident
122,0,1,50,37.76625025,-122.399761,208,2015,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Entering Traffic,Pedestrian,South,Not Stated,54,1,9,4,9,18.6,13.9,27.2,0.0,0.0,,20.5,1013.3,174,1
123,0,1,35,37.7907601,-122.4040307,079,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Making Left Turn,Pedestrian,West,Proceeding Straight,19,6,3,8,20,15.5,10.6,20.6,0.0,0.0,,17.6,1016.5,390,1
124,0,1,25,37.72072422,-122.4466087,074,2014,0,Clear,Injury (Complaint of Pain),Sideswipe,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,East,Slowing/Stopping,Driver,North,Entering Traffic,80,9,1,28,20,15.4,10.6,24.4,0.0,0.0,,12.2,1024.9,135,1
126,0,1,35,37.71466062,-122.442565,323,2013,0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,East,Not Stated,80,9,1,7,18,13.3,12.2,16.1,7.1,0.0,,11.2,1017.0,158,1
127,1,0,25,37.77511118,-122.4293659,270,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,West,Proceeding Straight,22,4,11,9,11,19.3,17.2,22.8,0.0,0.0,260.0,20.5,1012.3,261,1
128,0,1,50,37.76179297,-122.4200651,201,2014,18,Clear,Injury (Complaint of Pain),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Entering Traffic,Driver,East,Proceeding Straight,53,3,2,20,19,19.2,14.4,25.6,0.0,0.0,282.0,16.6,1014.5,271,1
129,0,1,15,37.7617061,-122.4383787,319,2015,5,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Right Turn,Pedestrian,South,Not Stated,115,3,5,5,10,13.7,10.0,15.0,7.9,0.0,270.0,37.1,1012.6,178,1
130,0,1,50,37.75273373,-122.4101541,359,2014,25,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Proceeding Straight,Driver,East,Proceeding Straight,53,3,2,20,18,11.5,7.8,14.4,0.0,0.0,321.0,20.2,1019.5,165,1
131,0,0,50,37.7810766,-122.4044037,365,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,East,Proceeding Straight,32,1,10,34,21,7.7,3.9,10.6,0.0,0.0,80.0,13.0,1023.0,423,1
132,0,1,25,37.72345701,-122.4541158,302,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,North,Proceeding Straight,64,10,8,24,21,16.8,13.3,22.2,0.0,0.0,277.0,20.5,1015.9,131,1
133,0,1,30,37.78231361,-122.4473609,333,2014,34,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,West,Proceeding Straight,Driver,South,Proceeding Straight,12,8,4,18,19,15.4,13.9,18.3,2.0,0.0,,10.8,1009.5,84,1
134,0,1,15,37.72677509,-122.4750502,092,2016,97,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,41,10,8,16,20,13.3,11.7,16.7,0.0,0.0,270.0,22.7,1021.8,58,1
135,0,0,20,37.79046311,-122.4139159,005,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,50,6,3,21,18,11.9,10.0,12.8,25.4,0.0,165.0,15.5,1005.7,361,1
136,0,1,35,37.77540297,-122.4496054,006,2015,30,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,"Holes, Deep Ruts",Dark - Street Lights,0,1,Driver,East,Entering Traffic,Pedestrian,East,Other,12,7,11,18,1,10.8,6.7,15.6,0.0,0.0,,3.2,1023.2,62,1
137,0,1,15,37.71622971,-122.4724101,260,2013,345,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,2,Pedestrian,West,Other,Driver,South,Proceeding Straight,65,10,8,24,22,17.0,13.9,20.0,0.0,0.0,270.0,35.3,1011.5,35,1
138,0,0,50,37.76329977,-122.4217315,179,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,53,3,2,20,13,17.9,14.4,22.8,0.0,0.0,276.0,28.1,1014.1,173,1
139,0,0,50,37.76983838,-122.422362,278,2014,9,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,3,Pedestrian,North,Not Stated,Driver,West,Proceeding Straight,53,3,2,20,19,22.0,15.6,30.6,0.0,0.0,,14.8,1013.2,265,1
140,0,1,30,37.78435506,-122.4329142,229,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Right Turn,Pedestrian,South,Proceeding Straight,103,4,11,39,18,17.0,13.9,22.2,0.0,0.0,290.0,18.7,1015.5,249,1
141,0,0,50,37.78503028,-122.4004685,177,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,32,1,10,8,10,17.8,13.9,22.8,0.0,0.0,260.0,19.8,1015.3,326,1
142,0,0,25,37.7569433,-122.4166982,283,2015,82,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,East,Not Stated,Driver,South,Proceeding Straight,53,3,2,20,0,18.1,15.6,21.7,0.0,0.0,278.0,20.9,1016.2,273,1
143,0,0,20,37.79046311,-122.4139159,254,2016,0,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,West,Proceeding Straight,50,6,3,21,18,15.3,12.8,19.4,0.0,0.0,294.0,20.5,1017.2,361,1
144,0,1,30,37.78617958,-122.4400612,035,2019,0,Raining,Injury (Other Visible),Sideswipe,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Making Left Turn,Pedestrian,South,Proceeding Straight,103,4,6,30,20,10.5,5.0,11.7,15.7,0.0,238.0,26.3,1002.8,226,1
145,1,1,25,37.7931783,-122.4077272,266,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,16,6,3,6,11,20.3,18.3,25.0,0.0,0.0,,17.3,1014.9,355,1
146,0,1,20,37.78558247,-122.4146172,134,2014,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Stopped In Road,Driver,East,Proceeding Straight,20,5,10,36,12,23.8,17.2,32.8,0.0,0.0,,12.6,1019.0,456,1
147,0,0,25,37.80130372,-122.4245383,214,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,17,4,6,13,23,17.1,15.0,20.6,0.0,0.0,287.0,24.8,1013.5,358,1
149,0,1,35,37.71259353,-122.4308421,313,2016,320,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,58,9,1,7,19,18.2,13.9,22.2,0.0,0.0,,9.4,1020.1,67,1
150,1,0,50,37.7666736,-122.4198252,241,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,East,Not Stated,53,3,2,20,23,20.2,18.3,23.9,0.0,0.0,,12.6,1015.1,285,1
151,0,1,20,37.78289412,-122.420817,056,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Other,Driver,West,Slowing/Stopping,20,4,10,36,9,14.6,10.0,19.4,0.0,0.0,,9.4,1019.6,384,1
153,0,1,35,37.7445929,-122.4533648,294,2014,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Entering Traffic,Driver,North,Making Right Turn,72,9,8,41,8,18.1,13.3,22.2,0.0,0.0,,15.1,1018.1,3,1
154,0,1,25,37.7423754,-122.4219688,051,2016,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,East,Other,83,9,2,2,18,11.1,7.2,15.6,0.0,0.0,,9.4,1023.2,215,1
155,0,0,25,37.75419271,-122.4775485,288,2014,0,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,39,10,7,35,14,20.4,16.7,24.4,0.0,0.0,,15.8,1014.8,78,1
156,0,1,50,37.77252644,-122.4100768,187,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,32,1,10,34,17,15.2,11.7,20.6,0.0,0.0,296.0,25.9,1016.2,189,1
157,0,1,25,37.77261925,-122.4830925,080,2014,8,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Proceeding Straight,Pedestrian,South,Proceeding Straight,9,8,4,12,21,12.7,9.4,18.3,0.0,0.0,,11.5,1015.0,90,1
158,0,1,30,37.76857916,-122.4505191,170,2015,5,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,West,Making Left Turn,29,7,11,3,15,15.2,10.6,20.6,0.0,0.0,315.0,22.7,1015.3,129,1
159,0,1,15,37.76088893,-122.4350007,336,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dusk - Dawn,0,1,Driver,South,Making Right Turn,Pedestrian,South,Proceeding Straight,38,3,5,5,21,10.9,6.7,15.6,0.0,0.0,,11.2,1020.1,188,1
160,0,1,50,37.78043722,-122.4082864,090,2016,51,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Backing,Pedestrian,North,Other,32,1,10,34,15,12.8,9.4,16.7,0.0,0.0,259.0,17.6,1015.7,460,1
161,0,1,35,37.7907601,-122.4040307,271,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,19,6,3,8,22,16.1,12.8,21.1,0.0,0.0,293.0,18.0,1011.8,390,1
162,0,1,25,37.79240552,-122.3973834,195,2014,0,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,South,Proceeding Straight,108,6,10,8,19,18.2,14.4,24.4,0.0,0.0,304.0,16.2,1012.2,333,1
163,0,0,20,37.7904402,-122.4139113,307,2014,8,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,50,6,3,21,23,14.6,10.0,20.6,0.0,0.0,,10.4,1023.2,361,1
164,0,0,25,37.78869399,-122.4052212,031,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,19,6,3,8,23,14.8,8.9,23.3,0.0,0.0,,7.9,1014.7,340,1
165,1,0,20,37.78890961,-122.4186559,004,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,East,Not Stated,50,6,3,21,21,11.4,6.1,18.9,0.0,0.0,,3.6,1016.4,425,1
166,1,1,25,37.79494069,-122.4080791,300,2014,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,Reduced Roadway Width,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,104,6,3,6,13,16.9,13.3,21.1,0.0,0.0,,14.4,1017.4,367,1
167,0,1,50,37.76560584,-122.4104867,016,2015,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,South,Entering Traffic,Driver,East,Proceeding Straight,53,3,9,20,23,12.1,8.9,14.4,0.0,0.0,,4.7,1024.4,205,1
168,1,0,50,37.7666736,-122.4198252,212,2015,0,Clear,Injury (Complaint of Pain),Head-On,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Proceeding Straight,Pedestrian,East,Proceeding Straight,53,3,2,20,16,17.9,15.6,22.8,0.0,0.0,281.0,21.6,1016.1,285,1
169,0,0,30,37.78630396,-122.431552,344,2015,0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,East,Proceeding Straight,101,4,11,15,18,15.4,10.6,16.1,11.9,0.0,,20.9,1012.6,259,1
170,0,1,55,37.72849515,-122.3928925,179,2015,3,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,86,2,9,1,16,18.8,15.0,22.2,0.0,0.0,292.0,19.1,1015.7,31,1
171,1,1,50,37.78092686,-122.4136764,143,2015,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Other,21,5,10,36,20,14.1,12.2,17.2,0.0,0.0,254.0,23.0,1018.5,446,1
172,0,1,20,37.7856858,-122.4213933,162,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,100,4,11,39,18,18.4,13.9,22.8,0.0,0.0,263.0,17.6,1011.1,404,1
175,0,1,20,37.78289412,-122.420817,003,2015,0,Clear,Injury (Complaint of Pain),Head-On,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Making Left Turn,Pedestrian,South,Proceeding Straight,20,4,10,36,21,7.7,3.3,12.2,0.0,0.0,,2.5,1024.3,384,1
177,1,0,25,37.80005155,-122.4344047,311,2015,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,South,Proceeding Straight,Driver,West,Proceeding Straight,17,4,6,13,0,13.2,8.3,18.9,0.0,0.0,,9.0,1019.9,238,1
178,0,1,25,37.79948095,-122.4090016,203,2016,5,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Right Turn,Pedestrian,East,Not Stated,106,6,3,6,18,16.2,13.3,21.1,0.0,0.0,270.0,26.6,1019.0,382,1
179,0,1,20,37.78486625,-122.4127821,238,2016,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,2,Driver,West,Making Right Turn,Pedestrian,North,Other,20,5,10,36,14,15.6,13.3,21.1,0.0,0.0,,16.9,1013.9,455,1
180,1,1,25,37.74816569,-122.4182212,020,2016,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Making Left Turn,Pedestrian,East,Other,83,3,2,2,19,11.6,8.3,13.3,0.0,0.0,,6.5,1023.7,222,1
181,0,1,50,37.77623052,-122.414711,343,2016,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dusk - Dawn,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,32,1,10,34,16,10.4,9.4,16.1,33.5,0.0,67.0,10.8,1019.6,330,1
182,0,0,20,37.7858929,-122.4197387,308,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,South,Proceeding Straight,Driver,West,Proceeding Straight,20,4,10,36,7,12.7,6.7,19.4,0.0,0.0,,14.4,1015.5,419,1
183,0,1,50,37.78226711,-122.4101731,004,2014,34,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,2,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,32,5,10,34,15,11.4,6.1,18.9,0.0,0.0,,3.6,1016.4,445,1
184,0,1,20,37.78475345,-122.421193,189,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dusk - Dawn,0,1,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,20,4,11,39,5,17.3,15.6,20.6,0.0,0.0,260.0,19.8,1012.0,405,1
185,0,1,50,37.78097118,-122.4087087,361,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Snowy or Icy,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,32,1,10,34,5,5.4,1.1,8.9,0.3,0.0,,7.2,1023.8,459,1
186,0,1,20,37.7800747,-122.4202472,231,2015,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,21,4,11,39,0,18.7,15.0,23.3,0.0,0.0,256.0,16.2,1013.4,393,1
188,0,0,30,37.78660104,-122.4367466,155,2014,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,103,4,11,30,12,14.8,11.7,20.0,0.0,0.0,,18.4,1011.6,225,1
189,0,1,15,37.7619278,-122.4362214,351,2014,9,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,38,3,5,5,17,12.3,10.0,15.6,5.3,0.0,127.0,9.7,1016.6,178,1
190,0,1,50,37.78139813,-122.4092454,193,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,West,Other,Driver,North,Proceeding Straight,32,5,10,34,1,17.7,12.2,20.6,0.0,0.0,274.0,23.0,1018.3,449,1
193,0,1,25,37.78065583,-122.4723123,263,2014,0,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,South,Not Stated,5,8,4,11,9,19.8,17.8,25.0,0.0,0.0,177.0,13.3,1012.9,117,1
194,0,1,25,37.76419571,-122.4330745,226,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Making Right Turn,Pedestrian,North,Stopped In Road,38,3,5,5,1,15.3,11.7,21.1,0.0,0.0,298.0,23.0,1014.5,182,1
196,0,1,15,37.7325432,-122.4586137,322,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,South,Proceeding Straight,70,9,8,41,7,13.1,8.9,17.2,0.0,0.0,,10.8,1023.0,2,1
197,0,1,35,37.74676522,-122.4439608,148,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Proceeding Straight,Pedestrian,North,Proceeding Straight,57,3,5,22,7,16.0,11.7,22.2,0.0,0.0,273.0,26.6,1016.8,10,1
200,1,1,50,37.78158767,-122.4006131,072,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Proceeding Straight,Driver,North,Backing,32,1,10,34,17,15.8,11.7,23.3,0.0,0.0,,9.7,1020.5,206,1
201,0,1,35,37.716823,-122.4407409,280,2016,155,Clear,Injury (Complaint of Pain),Head-On,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,East,Proceeding Straight,Driver,North,Proceeding Straight,90,9,1,7,5,16.5,11.7,23.9,0.0,0.0,296.0,13.0,1017.1,156,1
202,0,1,40,37.78962044,-122.4204934,188,2013,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Slowing/Stopping,50,4,3,21,1,16.4,13.3,22.2,0.0,0.0,,13.7,1009.8,413,1
203,1,1,25,37.80435595,-122.4160514,160,2015,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,106,6,3,23,12,18.2,12.2,26.1,0.0,,317.0,13.7,1011.6,279,1
204,0,1,50,37.78434927,-122.4093092,202,2014,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,South,Proceeding Straight,20,5,10,36,13,20.9,18.3,24.4,0.0,0.0,292.0,17.3,1016.6,461,1
206,0,0,20,37.79046311,-122.4139159,291,2014,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,West,Proceeding Straight,50,6,3,21,18,21.4,18.3,26.1,0.0,0.0,,9.7,1013.9,361,1
209,0,1,20,37.7800747,-122.4202472,336,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,East,Not Stated,21,4,11,39,11,12.7,7.8,16.7,0.0,0.0,,22.0,1019.7,393,1
210,1,1,50,37.76464569,-122.4263817,022,2016,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Proceeding Straight,Pedestrian,West,Proceeding Straight,37,3,5,5,21,14.1,11.7,16.1,13.0,0.0,139.0,15.8,1015.4,202,1
211,0,0,50,37.76864076,-122.4133937,148,2016,11,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,West,Not Stated,53,3,2,20,8,15.7,11.7,22.8,0.0,0.0,254.0,16.6,1013.4,200,1
213,0,0,25,37.80045856,-122.4014282,050,2016,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Right Turn,Pedestrian,West,Not Stated,77,6,3,8,7,12.5,8.9,16.7,1.3,0.0,188.0,15.1,1020.1,244,1
217,0,1,50,37.76653958,-122.4220438,281,2014,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,East,Other,53,3,2,20,16,18.3,14.4,25.6,0.0,0.0,,18.0,1012.2,281,1
219,0,1,50,37.77921169,-122.4109366,167,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,32,1,10,34,18,14.7,11.7,18.9,0.0,0.0,261.0,25.2,1016.9,380,1
221,0,0,50,37.78883778,-122.3894289,336,2014,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,South,Proceeding Straight,30,1,10,8,7,14.9,13.3,16.7,40.4,0.0,,16.2,1008.6,149,1
222,0,1,65,37.72301059,-122.4360651,161,2015,50,Raining,Fatal,Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,1,0,Pedestrian,West,Proceeding Straight,Driver,North,Proceeding Straight,80,9,1,28,14,17.5,13.3,20.0,6.6,0.0,,16.6,1012.6,144,1
223,1,0,55,37.71997567,-122.3961673,288,2015,160,Cloudy,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,South,Entering Traffic,Driver,East,Proceeding Straight,88,2,9,1,16,18.3,16.1,21.7,0.0,0.0,292.0,16.6,1013.9,16,1
225,1,1,50,37.78186234,-122.4138654,280,2015,14,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,East,Not Stated,20,5,10,36,12,17.8,15.0,22.8,0.0,0.0,,16.6,1019.9,465,1
226,0,1,65,37.72920019,-122.4307359,251,2015,24,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,South,Other,Driver,West,Making Right Turn,94,9,1,7,12,23.1,16.1,33.3,0.0,0.0,,9.4,1011.0,132,1
227,0,0,10,37.7772782,-122.4348828,246,2015,6,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Proceeding Straight,23,4,11,39,18,17.7,15.0,20.6,0.0,0.0,253.0,25.9,1012.5,235,1
229,0,1,50,37.78097118,-122.4087087,337,2014,0,Cloudy,Injury (Complaint of Pain),Broadside,Wet,No Unusual Condition,Daylight,0,1,Driver,North,Making Right Turn,Pedestrian,West,Proceeding Straight,32,1,10,34,11,16.4,15.0,18.9,48.0,0.0,175.0,16.6,1007.6,459,1
230,0,1,25,37.75849136,-122.4648515,307,2016,0,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Proceeding Straight,Pedestrian,East,Not Stated,44,10,8,14,6,14.2,10.6,20.6,0.0,0.0,250.0,7.9,1021.5,76,1
